"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"12515","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,78522,914,51.85,51.85,60.24,60.24,52.03,52.03,55.89,55.89,25,25,"increase"
"12516","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,90722,1243,47.69,47.69,58.33,58.33,50.16,50.16,53.75,53.75,25,25,"decrease"
"12517","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,644822,12151,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12518","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,269276,2283,44.44,44.44,63.1,63.1,47.03,47.03,50.18,50.18,25,25,"decrease"
"12519","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,0,NA,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,319133,4760,63.89,63.89,64.29,64.29,62.92,62.92,68.33,68.33,25,25,"increase"
"12520","United States","USA",NA,NA,"STATE_TOTAL",2020-12-23,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,6680,117,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12521","United States","USA",NA,NA,"NAT_TOTAL",2020-12-24,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,18775207,334352,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12522","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,45104,199,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12523","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2068468,23955,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12524","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,319530,4550,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12525","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1247546,20995,47.69,47.69,51.9,51.9,49.9,49.9,53.45,53.45,25,25,"increase"
"12526","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,1,1,2,1,NA,273661,3738,43.52,43.52,58.33,58.33,48.91,48.91,46.96,46.96,62.5,62.5,"decrease"
"12527","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,0,NA,1,0,0,2,1,3,1,0,0,3,1,1,1,1,1,NA,925107,16960,61.11,61.11,64.29,64.29,54.9,54.9,59.17,59.17,25,25,"increase"
"12528","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,482734,8731,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12529","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,0,NA,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,418383,5480,47.22,47.22,49.52,49.52,53.54,53.54,57.62,57.62,25,25,"increase"
"12530","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,3,0,1,1,2,0,NA,202651,4556,53.24,53.24,60.24,60.24,46.56,46.56,49.64,49.64,25,25,"decrease"
"12531","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,78929,916,51.85,51.85,60.24,60.24,52.03,52.03,55.89,55.89,25,25,"increase"
"12532","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,90947,1260,47.69,47.69,58.33,58.33,50.16,50.16,53.75,53.75,25,25,"decrease"
"12533","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,653650,12290,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12534","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,272553,2328,44.44,44.44,63.1,63.1,47.03,47.03,50.18,50.18,25,25,"decrease"
"12535","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,0,NA,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,323915,4791,63.89,63.89,64.29,64.29,62.92,62.92,68.33,68.33,25,25,"increase"
"12536","United States","USA",NA,NA,"STATE_TOTAL",2020-12-24,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,6781,120,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12537","United States","USA",NA,NA,"NAT_TOTAL",2020-12-25,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,18872822,335752,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12538","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,45104,199,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12539","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2085231,23991,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12540","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,322189,4586,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12541","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1247546,20995,47.69,47.69,51.9,51.9,49.9,49.9,53.45,53.45,25,25,"increase"
"12542","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,1,1,2,1,NA,274266,3743,43.52,43.52,58.33,58.33,48.91,48.91,46.96,46.96,62.5,62.5,"decrease"
"12543","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,0,NA,1,0,0,2,1,3,1,0,0,3,1,1,1,1,1,NA,930849,17154,61.11,61.11,64.29,64.29,54.9,54.9,59.17,59.17,25,25,"increase"
"12544","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,488180,8811,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12545","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,0,NA,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,420263,5489,47.22,47.22,49.52,49.52,53.54,53.54,57.62,57.62,25,25,"increase"
"12546","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,3,0,1,1,2,0,NA,204178,4562,53.24,53.24,60.24,60.24,46.56,46.56,49.64,49.64,25,25,"decrease"
"12547","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,78929,916,51.85,51.85,60.24,60.24,52.03,52.03,55.89,55.89,25,25,"increase"
"12548","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,91221,1264,47.69,47.69,58.33,58.33,50.16,50.16,53.75,53.75,25,25,"decrease"
"12549","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,653650,12445,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12550","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,272553,2328,44.44,44.44,63.1,63.1,47.03,47.03,50.18,50.18,25,25,"decrease"
"12551","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,0,NA,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,327993,4820,63.89,63.89,64.29,64.29,62.92,62.92,68.33,68.33,25,25,"increase"
"12552","United States","USA",NA,NA,"STATE_TOTAL",2020-12-25,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,6781,120,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12553","United States","USA",NA,NA,"NAT_TOTAL",2020-12-26,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,19099125,337631,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12554","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,45479,200,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12555","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2144654,24225,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12556","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,323619,4592,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12557","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,0,NA,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1264588,21135,47.69,47.69,51.9,51.9,49.9,49.9,53.45,53.45,25,25,"increase"
"12558","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,1,1,2,1,NA,274793,3743,43.52,43.52,58.33,58.33,48.91,48.91,46.96,46.96,62.5,62.5,"decrease"
"12559","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,0,NA,1,0,0,2,1,3,1,0,0,3,1,1,1,1,1,NA,934142,17224,61.11,61.11,64.29,64.29,54.9,54.9,59.17,59.17,25,25,"increase"
"12560","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,492021,8904,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12561","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,0,NA,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,422423,5500,47.22,47.22,49.52,49.52,53.54,53.54,57.62,57.62,25,25,"increase"
"12562","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,1,1,NA,NA,3,0,1,1,2,0,NA,205023,4565,53.24,53.24,60.24,60.24,46.56,46.56,49.64,49.64,25,25,"decrease"
"12563","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,79433,919,51.85,51.85,60.24,60.24,52.03,52.03,55.89,55.89,25,25,"increase"
"12564","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,0,NA,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,91354,1264,47.69,47.69,58.33,58.33,50.16,50.16,53.75,53.75,25,25,"decrease"
"12565","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,664668,12625,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12566","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,0,NA,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,276508,2357,44.44,44.44,63.1,63.1,47.03,47.03,50.18,50.18,25,25,"decrease"
"12567","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,0,NA,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,329577,4840,63.89,63.89,64.29,64.29,62.92,62.92,68.33,68.33,25,25,"increase"
"12568","United States","USA",NA,NA,"STATE_TOTAL",2020-12-26,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,6966,121,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12569","United States","USA",NA,NA,"NAT_TOTAL",2020-12-27,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,9e+11,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,19254759,339061,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12570","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,45781,200,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12571","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2178934,24289,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12572","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,325018,4610,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12573","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1271979,21212,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12574","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,1,1,2,1,NA,275299,3744,43.52,43.52,58.33,58.33,48.91,48.91,46.96,46.96,62.5,62.5,"decrease"
"12575","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,1,1,1,1,NA,937909,17336,61.11,61.11,64.29,64.29,58.02,58.02,59.17,59.17,50,50,"increase"
"12576","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,493841,8996,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12577","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,1,1,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,424218,5501,47.22,47.22,49.52,49.52,56.67,56.67,57.62,57.62,50,50,"increase"
"12578","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,1,1,2,0,NA,206388,4606,53.24,53.24,60.24,60.24,49.69,49.69,49.64,49.64,50,50,"decrease"
"12579","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,79780,924,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12580","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,91464,1266,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12581","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,670525,12798,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12582","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,279139,2370,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12583","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,333576,4854,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12584","United States","USA",NA,NA,"STATE_TOTAL",2020-12-27,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7029,127,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12585","United States","USA",NA,NA,"NAT_TOTAL",2020-12-28,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,19429410,341063,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12586","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,45909,200,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12587","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2222669,24546,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12588","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,326668,4631,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12589","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1280177,21308,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12590","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,276649,3744,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12591","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,1,1,1,1,NA,942362,17470,61.11,61.11,64.29,64.29,58.02,58.02,59.17,59.17,50,50,"increase"
"12592","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,496306,9097,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12593","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,1,1,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,426639,5507,47.22,47.22,49.52,49.52,56.67,56.67,57.62,57.62,50,50,"increase"
"12594","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,208089,4634,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12595","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,79999,927,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12596","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,91557,1270,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12597","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,675044,12979,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12598","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,282587,2383,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12599","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,336175,4861,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12600","United States","USA",NA,NA,"STATE_TOTAL",2020-12-28,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7120,129,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12601","United States","USA",NA,NA,"NAT_TOTAL",2020-12-29,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,19629601,344692,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
