"","countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school closing","c1_flag","c2_workplace closing","c2_flag","c3_cancel public events","c3_flag","c4_restrictions on gatherings","c4_flag","c5_close public transport","c5_flag","c6_stay at home requirements","c6_flag","c7_restrictions on internal movement","c7_flag","c8_international travel controls","e1_income support","e1_flag","e2_debt/contract relief","e3_fiscal measures","e4_international support","h1_public information campaigns","h1_flag","h2_testing policy","h3_contact tracing","h4_emergency investment in healthcare","h5_investment in vaccines","h6_facial coverings","h6_flag","h7_vaccination policy","h7_flag","h8_protection of elderly people","h8_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","phsm_change"
"12602","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,46092,201,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12603","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,3,0,2,0,2,0,4,0,0,NA,2,0,1,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2258759,24988,63.43,63.43,63.81,63.81,72.55,72.55,70.42,70.42,87.5,87.5,"increase"
"12604","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,1,1,2,1,NA,328408,4687,57.41,57.41,67.86,67.86,60.62,60.62,60.36,60.36,62.5,62.5,"decrease"
"12605","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1292252,21409,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12606","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,278310,3812,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12607","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,2,1,1,1,NA,948006,17596,61.11,61.11,64.29,64.29,59.27,59.27,60.6,60.6,50,50,"increase"
"12608","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,500282,9216,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12609","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,1,1,1,NA,NA,2,0,3,2,NA,NA,3,1,2,1,2,1,NA,431137,5608,47.22,47.22,49.52,49.52,56.67,56.67,57.62,57.62,50,50,"increase"
"12610","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,210032,4719,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12611","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,80426,939,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12612","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,91828,1276,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12613","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,682570,13137,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12614","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,283781,2405,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12615","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,340297,4920,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12616","United States","USA",NA,NA,"STATE_TOTAL",2020-12-29,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7202,130,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12617","United States","USA",NA,NA,"NAT_TOTAL",2020-12-30,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,19863235,348421,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12618","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,46483,203,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12619","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,3,0,2,0,2,0,4,0,0,NA,2,0,2,0,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2291414,25417,66.2,66.2,63.81,63.81,74.11,74.11,72.2,72.2,87.5,87.5,"increase"
"12620","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,2,1,2,1,NA,330859,4750,57.41,57.41,67.86,67.86,61.88,61.88,61.79,61.79,62.5,62.5,"decrease"
"12621","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1306123,21546,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12622","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,280064,3822,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12623","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,2,1,1,1,NA,955380,17811,61.11,61.11,64.29,64.29,59.27,59.27,60.6,60.6,50,50,"increase"
"12624","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,505017,9314,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12625","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,2,1,1,NA,NA,2,0,3,2,NA,NA,3,1,3,1,2,1,NA,435420,5694,47.22,47.22,49.52,49.52,61.04,61.04,59.05,59.05,75,75,"increase"
"12626","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,213055,4747,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12627","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,81300,950,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12628","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,92203,1282,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12629","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,690748,13282,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12630","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,287030,2453,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12631","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,344345,4984,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12632","United States","USA",NA,NA,"STATE_TOTAL",2020-12-30,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7276,134,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12633","United States","USA",NA,NA,"NAT_TOTAL",2020-12-31,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,20098800,351866,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12634","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,3,0,2,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,46986,206,65.28,65.28,68.57,68.57,61.35,61.35,64.76,64.76,37.5,37.5,"decrease"
"12635","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,3,0,2,0,2,0,4,0,0,NA,2,0,2,0,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2325599,25986,66.2,66.2,63.81,63.81,74.11,74.11,72.2,72.2,87.5,87.5,"increase"
"12636","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,2,1,2,1,NA,334097,4814,57.41,57.41,67.86,67.86,61.88,61.88,61.79,61.79,62.5,62.5,"decrease"
"12637","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1323315,21673,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12638","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,281712,3891,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12639","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,2,1,1,1,NA,963389,17978,61.11,61.11,64.29,64.29,59.27,59.27,60.6,60.6,50,50,"increase"
"12640","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,511485,9390,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12641","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,2,1,1,NA,NA,2,0,3,2,NA,NA,3,1,3,1,2,1,NA,440756,5724,47.22,47.22,49.52,49.52,61.04,61.04,59.05,59.05,75,75,"increase"
"12642","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,215811,4787,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12643","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,81555,961,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12644","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,92495,1299,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12645","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,700380,13428,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12646","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,290936,2489,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12647","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,349584,5032,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12648","United States","USA",NA,NA,"STATE_TOTAL",2020-12-31,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7412,136,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12649","United States","USA",NA,NA,"NAT_TOTAL",2021-01-01,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,20252310,354019,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12650","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,3,0,1,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,46986,206,61.57,61.57,65,65,59.27,59.27,62.38,62.38,37.5,37.5,"decrease"
"12651","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,3,0,2,0,2,0,4,0,0,NA,2,0,2,0,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2365024,26363,66.2,66.2,63.81,63.81,74.11,74.11,72.2,72.2,87.5,87.5,"increase"
"12652","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,2,1,2,1,NA,337161,4873,57.41,57.41,67.86,67.86,61.88,61.88,61.79,61.79,62.5,62.5,"decrease"
"12653","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1323315,21673,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12654","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,282980,3898,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12655","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,4,1,0,NA,2,1,2,0,3,1,1,1,0,0,2,1,3,1,0,0,3,1,2,1,1,1,NA,963389,17978,61.11,61.11,64.29,64.29,59.27,59.27,60.6,60.6,50,50,"increase"
"12656","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,3,1,0,NA,1,1,2,0,3,1,0,1,0,0,2,1,2,2,0,0,2,1,2,1,2,1,NA,517773,9468,54.63,54.63,60.24,60.24,55.62,55.62,58.21,58.21,37.5,37.5,"decrease"
"12657","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,2,1,1,NA,NA,2,0,3,2,NA,NA,3,1,3,1,2,1,NA,445019,5747,47.22,47.22,49.52,49.52,61.04,61.04,59.05,59.05,75,75,"increase"
"12658","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,218386,4816,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12659","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,81555,961,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12660","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,92770,1316,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12661","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,700380,13570,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12662","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,290936,2489,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12663","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,354766,5081,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12664","United States","USA",NA,NA,"STATE_TOTAL",2021-01-01,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7412,136,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12665","United States","USA",NA,NA,"NAT_TOTAL",2021-01-02,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,20552726,356522,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12666","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,3,0,1,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,47801,215,61.57,61.57,65,65,59.27,59.27,62.38,62.38,37.5,37.5,"decrease"
"12667","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,3,0,2,0,2,0,4,0,0,NA,2,0,2,0,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2415246,26551,66.2,66.2,63.81,63.81,74.11,74.11,72.2,72.2,87.5,87.5,"increase"
"12668","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,2,1,2,1,NA,339172,4912,57.41,57.41,67.86,67.86,61.88,61.88,61.79,61.79,62.5,62.5,"decrease"
"12669","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1354833,21890,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12670","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,283895,3946,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12671","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,2,1,1,NA,NA,2,0,3,2,NA,NA,3,1,3,1,2,1,NA,448387,5751,47.22,47.22,49.52,49.52,61.04,61.04,59.05,59.05,75,75,"increase"
"12672","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,220277,4840,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12673","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,81944,971,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12674","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,92891,1317,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12675","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,714673,13722,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
"12676","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,1,1,0,NA,1,0,1,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,2,1,2,0,NA,296055,2527,44.44,44.44,63.1,63.1,50.16,50.16,50.18,50.18,50,50,"decrease"
"12677","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,1,1,2,1,4,1,0,NA,2,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,2,1,2,1,NA,358755,5117,63.89,63.89,64.29,64.29,66.04,66.04,68.33,68.33,50,50,"increase"
"12678","United States","USA",NA,NA,"STATE_TOTAL",2021-01-02,2,0,2,1,2,1,4,1,0,NA,1,1,2,1,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,0,NA,7689,139,69.44,69.44,71.43,71.43,74.9,74.9,73.1,73.1,87.5,87.5,"decrease"
"12679","United States","USA",NA,NA,"NAT_TOTAL",2021-01-03,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,1,1,2,1,NA,20761467,357963,71.76,71.76,73.33,73.33,68.44,68.44,69.29,69.29,62.5,62.5,"increase"
"12680","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,3,0,1,0,2,0,4,0,0,NA,1,0,2,1,3,1,0,1,0,0,2,1,3,1,0,0,3,0,2,1,2,1,NA,48098,215,61.57,61.57,65,65,59.27,59.27,62.38,62.38,37.5,37.5,"decrease"
"12681","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,3,0,2,0,2,0,4,0,0,NA,2,0,2,0,3,2,0,2,NA,NA,2,1,3,2,NA,NA,3,1,2,1,3,1,NA,2452262,26638,66.2,66.2,63.81,63.81,74.11,74.11,72.2,72.2,87.5,87.5,"increase"
"12682","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,2,0,1,1,4,1,1,0,1,0,1,1,3,1,0,2,NA,NA,2,1,2,2,NA,NA,3,1,2,1,2,1,NA,341250,4934,57.41,57.41,67.86,67.86,61.88,61.88,61.79,61.79,62.5,62.5,"decrease"
"12683","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,1,0,1,0,4,0,0,NA,2,0,1,1,3,1,1,1,0,0,2,0,2,1,0,0,3,0,2,1,3,1,NA,1365436,21987,47.69,47.69,51.9,51.9,53.02,53.02,53.45,53.45,50,50,"increase"
"12684","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,1,1,1,1,0,NA,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,2,1,NA,NA,3,0,2,1,2,1,NA,284715,3946,43.52,43.52,58.33,58.33,50.16,50.16,48.39,48.39,62.5,62.5,"decrease"
"12685","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,1,1,1,0,2,0,3,1,0,NA,2,0,1,0,3,2,1,1,NA,NA,2,0,3,2,NA,NA,3,1,3,1,2,1,NA,451605,5770,47.22,47.22,49.52,49.52,61.04,61.04,59.05,59.05,75,75,"increase"
"12686","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,1,1,1,1,4,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,1,1,NA,NA,3,0,2,1,2,0,NA,222061,4871,53.24,53.24,60.24,60.24,50.94,50.94,51.07,51.07,50,50,"decrease"
"12687","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,1,1,1,1,1,1,3,1,0,NA,2,0,1,1,3,1,1,1,NA,NA,2,1,3,1,NA,NA,3,0,1,1,3,0,NA,82381,972,51.85,51.85,60.24,60.24,55.16,55.16,55.89,55.89,50,50,"increase"
"12688","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,1,1,1,1,2,0,0,NA,1,1,1,1,3,1,1,1,NA,NA,2,1,2,2,NA,NA,2,1,2,1,2,1,NA,93041,1317,47.69,47.69,58.33,58.33,53.28,53.28,53.75,53.75,50,50,"decrease"
"12689","United States","USA",NA,NA,"STATE_TOTAL",2021-01-03,2,0,1,1,1,1,4,1,0,NA,2,1,1,1,3,1,0,1,NA,NA,2,1,3,2,NA,NA,3,1,2,1,2,1,NA,721481,13855,58.33,58.33,64.29,64.29,61.35,61.35,64.76,64.76,37.5,37.5,"increase"
